핸들,이름,계정유형,국가,팔로워,게시물수,최근30일게시수,최근12개중앙조회수,최고조회수,배수상위3개,평소좋아요율,주력카테고리,최근20개중광고수,공구·판매링크운영,배정적합(김·오·선),등급(S·A·B·제외),허수판정,허수사유,마지막정면채굴일시,마지막확인shortcode,재방문예정일,발굴경로(엔진·시드계정),이계정채택수,사람검토,사람메모
onyoubio,온유 | 온유바이오 | 온유약국 비오틴 | 침향 | 파인애플효소,국내 메디컬 인접 계정,,6107,337,0,252.5,598,,,온유약국·건강기능식품·비오틴·침향·효소·약사상담,,있음,김주성·오약·선영,B,실계정,,2026-08-06T00:23:49.090Z,DHsQTv9pPuY,2026-09-05T09:23:49.090+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
baropharm_official,바로팜 공식계정 약사 커뮤니티ㅣ팜올플러스,국내 메디컬 인접 계정,,6752,167,,30000,104000,,,약사커뮤니티·전문가상담·약국생활·학술·건강기능식품·약사교육,,있음,김주성·오약·선영,B,실계정,,2026-08-06T00:17:50.821Z,DOV6K6SgQsV,2026-09-05T09:17:50.821+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
yy_yaksa,잉양약사 이종률 | 유·소아·어린이 영양제 상담 전문,국내 약사 인플루언서,,250,46,0,,,,,유·소아·어린이 영양제·소아과 약국·영양상담·한방·약국운영,,있음,김주성·오약·선영,B,실계정,,2026-08-05T23:54:15.819Z,C8a1HZyBRHL,2026-08-12T02:57:34+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"2026-08-05 최근12 관측: 공개 릴스 4/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 4건만 노출 | 2026-08-05 최근12 관측: 공개 릴스 4/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 4건만 노출 | 2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음"
jjukku_min.yaksa,쭈꾸민 약사 | 석민,국내 약사 인플루언서,,1137,22,4,7094.5,733000,,,복약지도·약정보·다이어트·피부·약사일상,,없음,김주성·오약·선영,B,실계정,,2026-08-05T23:50:45.958Z,DbdFblTS9Jd,2026-09-05T08:50:45.958+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
yak_guide,별약사의 약슐랭가이드,국내 약사 인플루언서,,2158,25,,55500,883000,,,피부·화장품·영양제·약국템·보충제,,없음,김주성·오약·선영,B,실계정,,2026-08-05T23:50:45.958Z,DbdG5LKGhbg,2026-09-05T08:50:45.958+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
toad_pharm,영양제 디자이너 두꺼비팜,국내 메디컬 인접 계정,,12.3만,914,,,,,,건강정보·영양상담·건강기능식품·어린이 영양제·혈압·혈당·중성지방,,있음,김주성·오약·선영,B,실계정,,2026-08-06T00:05:22.194Z,Dbo5ml1k-LF,2026-09-05T09:05:22.194+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"2026-08-05 최근12 관측: 공개 릴스 9/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 9건만 노출 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개가 모두 30일 안에 있어 전체 개수를 확정할 수 없음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
unitysg,Unity,해외 약사 인플루언서,,8884,894,9,1780.5,300000,,,해외 약국·건강상담·영양제·웰니스·피부,,있음,김주성·오약·선영,B,실계정,,2026-08-06T01:07:57.615Z,DJQfds-N48R,2026-09-05T10:07:57.615+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"2026-08-05 최근12 관측: 공개 릴스 12/12 확인, 공개 좋아요 미노출로 평소좋아요율 미기록 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
yakalofficial,약알 l 약사·영양제·건강 정보,국내 약사 인플루언서,,14,30,,,,,,영양제·건강정보·의약품 비교,,있음,김주성·오약·선영,B,실계정,,2026-08-05T23:54:15.819Z,DQoCYZwk97m,2026-09-05T08:54:15.819+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"프로필 공개값만 기록; 비교·추천 플랫폼 링크 확인; 릴스 본문은 확인하지 않음 | 2026-08-05 최근12 관측: 공개 릴스 5/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 5건만 노출 | 2026-08-05 최근12 관측: 공개 릴스 5/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 5건만 노출 | 2026-08-05 최근12 관측: 공개 릴스 0/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 0건만 노출 | 2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
pharmacy_nana,나나약국 💫나나약사,국내 약사 인플루언서,,289,28,0,,,,,약국·임상약학·영양상담·동물의약품,,있음,김주성·오약·선영,B,실계정,,2026-08-05T23:54:15.819Z,Dac24qXoh71,2026-09-05T08:54:15.819+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"프로필 공개값만 기록; 서울대 약대·임상약학 박사수료·약국 운영 확인; 릴스 본문은 확인하지 않음 | 2026-08-05 최근12 관측: 공개 릴스 2/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 2건만 노출 | 2026-08-05 최근12 관측: 공개 릴스 2/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 2건만 노출 | 2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
malang.yaksa,말랑약사 | 인생·건강을 말랑하게 푸는 박병태 약학박사,국내 약사 인플루언서,,4838,84,,1511,2895,,,건강정보·약국·일반의약품,,,김주성·오약·선영,B,실계정,,2026-08-05T23:50:45.958Z,DbaNh4PE_WQ,2026-09-05T08:50:45.958+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"프로필 공개값만 기록; 약학박사·약국 대표 약사·대학 강의 경력 확인; 릴스 본문은 별도 검토 대기 | 2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
dang.dang_yaksa,당당약사 | 혈당케어 전문가 남윤성 의학박사,국내 약사 인플루언서,,1만,118,,,,,0.02%,혈당·대사·건강기능식품,,있음,김주성·오약·선영,B,실계정,,2026-08-05T23:48:02.549Z,DbdGNZDIuBF,2026-09-05T08:48:02.549+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"프로필 공개값만 기록; 인증·의학박사·대표약사·상담 링크 확인; 릴스 본문은 별도 검토 대기 | 2026-08-05 최근12 관측: 조회수 0/12, 공개 좋아요 10/12, 평소좋아요율 0.02% | 2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
mentor_pharm,멘토약사,국내 약사 인플루언서,,1만,59,,38500,3612000,,47.55%,여성건강·교육·약사상담,,있음,김주성·오약·선영,B,실계정,,2026-08-09T03:37:12+09:00,DVNRHPnkpU9,2026-08-12T03:31:36+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"프로필 공개값만 기록; 인증·여성건강·약사상담 소개 확인; 릴스 본문은 별도 검토 대기 | 2026-08-05 최근12 관측: 조회수 0/12, 공개 좋아요 5/12, 평소좋아요율 47.55% | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음 | 2026-08-09 로그인 read-only 재확인: 프로필 게시물 59, 팔로워 1만, 팔로우 242, Instagram 카테고리 교육. bio에 약사가 알려주는 여성건강·공부비결, DM 약상담, link.inpock.co.kr/mentor_pharm이 노출됨. 릴스 최근12개 조회수 58.9만·361.2만·37.5만·2.9만·4.9만·3.5만·2.2만·1.9만·5.8만·4.1만·3.6만·2.1만; 숫자 환산 중앙값 38500, 최고조회수 3612000. 최근30일 게시수·콘텐츠별 광고여부는 미확인으로 유지."
verdepharmacy1,베르데라이프 정숙희약사,국내 약사 인플루언서,,652,1534,,194.5,579,,,건강정보·개인건강상담·아로마테라피,,있음,김주성·오약·선영,B,실계정,,2026-08-05T23:54:15.819Z,Dbmy9E8kUT0,2026-09-05T08:54:15.819+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"프로필 공개값만 기록; 49년차 시니어약사·아로마테라피스트·개인건강상담 확인; 게시물 본문은 확인하지 않음 | 2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개가 모두 30일 안에 있어 전체 개수를 확정할 수 없음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
juny_yaksa,35년상담 쭈니약사ㅣ한방+영양의학,국내 약사 인플루언서,,12.2만,1097,10,50000,1021000,,0.27%,피부·혈당·갑상선·암케어·갱년기·난임·영양의학,,있음,김주성·오약·선영,B,실계정,,2026-08-08T14:40:55+09:00,CsJbQ4zre7S,2026-09-07T14:40:55+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"프로필 공개값만 기록; 35년 상담·약국상담 사례 기반 건강정보·여성건강·영양의학 확인; 게시물 본문은 확인하지 않음 | 2026-08-05 최근12 관측: 조회수 0/12, 공개 좋아요 12/12, 평소좋아요율 0.27% | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음 | 2026-08-08 로그인 read-only recent12 12/12 확인: 중앙값 50,000회, 최고 1,021,000회; 첫 2개 타일 고정 릴. 최근30 게시수·평소 좋아요율·최근20 광고수는 직접 근거 없음"
yulbang_counseling,김훈하 약사의 열방 약국(상담소),국내 약사 인플루언서,,1727,25,,,,,,약국·건강상담·암환자·식이습관,,있음,김주성·오약·선영,B,실계정,,2026-08-05T23:50:45.958Z,DQtHtS0gYpL,2026-09-05T08:50:45.958+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"프로필 공개값만 기록; 김훈하 약사·열방약국·약사상담 확인; 공식 약국 상담 계정이며 게시물 본문은 별도 검토 대기 | 2026-08-05 최근12 관측: 공개 릴스 8/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 8건만 노출 | 2026-08-05 최근12 관측: 공개 릴스 8/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 8건만 노출 | 2026-08-05 최근12 관측: 공개 릴스 4/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 4건만 노출 | 2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
gmpharmacist,전윤식약사,국내 약사 인플루언서,,782,183,,,,,,건강기능식품·약사상담·약국,,있음,김주성·오약·선영,B,실계정,,2026-08-05T23:54:15.819Z,DbrKYAAk4nt,2026-09-05T08:54:15.819+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"프로필 공개값만 기록; 건강기능식품 회사 대표약사·카카오톡 1:1 상담 확인; 게시물 본문은 별도 검토 대기 | 2026-08-05 최근12 관측: 공개 릴스 7/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 7건만 노출 | 2026-08-05 최근12 관측: 공개 릴스 7/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 7건만 노출 | 2026-08-05 최근12 관측: 공개 릴스 0/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 0건만 노출 | 2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개가 모두 30일 안에 있어 전체 개수를 확정할 수 없음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
pharmacyinpalm_official,내손안의약국,국내 메디컬 인접 계정,한국,188,10,,,,,,약국 플랫폼·건강서비스,,있음,김주성·오약·선영,B,실계정,,2026-08-09T04:37:50+09:00,Ce2MIsmvzVC,2026-08-21T01:35:37+09:00,E1 공개 웹 후보·Instagram 직접 확인; E3 Instagram 직접 확인,0,,"약국 플랫폼·건강지킴이 소개와 drxsolution.co.kr 링크 확인; 개인 약사 계정이 아닌 인접 계정 | 2026-08-05 최근12 관측: 공개 릴스 1/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 1건만 노출 | 2026-08-06 최근12 관측 실패·부분 확인(10/12); 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음 | 2026-08-06 E3 직접 확인: 프로필 팔로워 187, 게시물 10, 팔로우 485, 제품/서비스, drxsolution.co.kr 링크. 프로필 릴스 그리드는 노출되지 않았지만 기존 raw shortcode Ce2MIsmvzVC 직접 링크가 열림. 조회수 98·좋아요 28·댓글 없음·게시일 2022-06-16 확인. 최근12 전체와 최근30일 총량은 미확인. | 2026-08-07 재확인: 프로필 릴스 탭 미노출·알려진 릴스 1건만 확인; 팔로워 188·게시물 10; Ce2MIsmvzVC 조회수 98·좋아요 28·댓글 0·게시일 2022-06-16; 최근12·최근30일 총량·평소좋아요율은 미확인 유지 | 2026-08-07T13:37:04+09:00 E1 로그인 세션 프로필 재확인: 팔로워 188·게시물 10 확인, 릴스 탭 미노출; 기존 Ce2MIsmvzVC 근거와 최근12 공란 유지. | 2026-08-09T04:37:50+09:00 로그인 read-only 재확인: 프로필 게시물 10·팔로워 188·팔로우 485·제품/서비스·내손안의약국·drxsolution.co.kr 확인; /reels/에서 Ce2MIsmvzVC 1개 조회수 98, 스크롤 후 추가 릴스 미노출로 recent12 중앙값·최고조회수 공란 유지"
