"﻿﻿포맷ID","포맷명","한줄정의","훅유형","구조(비트 단위로 초 배분까지)","길이대","편집장치","촬영","자막스타일","제작난이도(상·중·하)","필요장비","대표영상URL 3개","대표배수중앙값","국내약사사용계정수","국내약사사용영상수","국내최초사용일","국내최근사용일","소진도","인접버티컬사용","해외사용","이식가능성(상·중·하)","이식근거","각색안","어떤주제와붙나","배정적합인물","우리사용이력","재사용가능일","상태","사람검토","사람메모"
"FMT-CALORIE-MYTH-APPLICATION-001","칼로리 오해 반박·식단 적용형","오해 제시→칼로리 기준→식단 적용","오해 반박형","오해 제시→칼로리 기준→식단 적용","","오해 표시·핵심 자막·선택 기준","","","","","https://www.instagram.com/manyjjju_yaksa/reel/DbAEalhT_pA/","","1","1","2026-07-19","2026-07-19","무주공산","국내 약사 인플루언서","미조사","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 오해 반박형→오해 제시→칼로리 기준→식단 적용→오해 표시·핵심 자막·선택 기준. E10 역추적은 아직 확인하지 않음.","오약: 칼로리 오해를 식품 선택 기준과 다이어트 행동으로 전환","다이어트·칼로리·식단 적용","오약·선영","미사용","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상."
"FMT-ALCOHOL-RANKING-LIVER-001","술 종류 순위·간 건강 기준형","순위형 질문→술 종류별 설명→간 건강 기준","순위형 질문","순위형 질문→술 종류별 설명→간 건강 기준","","순위 숫자·술 종류 카드·핵심 자막","","","","","https://www.instagram.com/ssofit_yaksa/reel/DbTGvDbSlxQ/","","","","","","미측정","국내 메디컬 인접 계정","미조사","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 순위형 질문→순위형 질문→술 종류별 설명→간 건강 기준→순위 숫자·술 종류 카드·핵심 자막. E10 역추적은 아직 확인하지 않음.","오약: 술 종류별 부담과 간 건강 기준을 순위형으로 설명","음주·간 건강·생활습관","오약·선영","미사용","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상."
"FMT-SUPPORT-CALL-ROUTING-001","지원 전화·상담 범위 안내형","막막한 상황→지원 전화→상담 가능 범위","도움 요청형","막막한 상황→지원 전화→상담 가능 범위","","전화번호 강조·상황 자막·지원 범위 카드","","","","","https://www.instagram.com/mohw_kr/reel/Da15rqMkuqO/","","","","","","미측정","국내 메디컬 인접 계정","미조사","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 도움 요청형→막막한 상황→지원 전화→상담 가능 범위→전화번호 강조·상황 자막·지원 범위 카드. E10 역추적은 아직 확인하지 않음.","공용: 건강·복지 지원 상황을 전화와 상담 범위로 연결","보건복지·지원 전화·상담","선영","미사용","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상."
"FMT-RUNNING-SERIES-TEASER-001","시리즈 예고·다음 채널 연결형","기다림 유도→부상 주제→다음 채널 연결","시리즈 예고형","기다림 유도→부상 주제→다음 채널 연결","","다음 편 예고·해시태그·채널 연결","","","","","https://www.instagram.com/run.pharmacist/reel/DWn4bnzkyWO/","","1","1","2026-04-02","2026-04-02","무주공산","국내 약사 인플루언서","미조사","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 시리즈 예고형→기다림 유도→부상 주제→다음 채널 연결→다음 편 예고·해시태그·채널 연결. E10 역추적은 아직 확인하지 않음.","공용: 운동·증상 시리즈를 다음 편 예고와 채널 연결로 운영","운동·부상·약사 상담","김주성·오약·선영","미사용","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상."
"FMT-DAILY-ROUTINE-VLOG-001","하루 계획·관리 루틴 브이로그형","하루 계획→관리 장면→루틴 정리","브이로그 도입형","하루 계획→관리 장면→루틴 정리","15-30초","관리 장면 몽타주·일정 자막·빠른 컷","","","","","https://www.instagram.com/lilly_yaksa/reel/DPuPGidE7Xm/","0.64","2","5","2026-08-05","2026-08-05","여유 있음","국내 메디컬 인접 계정","미조사; doseoframan 1영상","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 브이로그 도입형→하루 계획→관리 장면→루틴 정리→관리 장면 몽타주·일정 자막·빠른 컷. E10 역추적은 아직 확인하지 않음.","선영: 피부·건강 관리 루틴을 하루 계획과 장면 몽타주로 구성","피부·건강관리·일상 루틴","선영","미사용·miyu_pharm","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상. 국내 약사 사용 추가(2026-08-13): miyu_pharm/Dbrz-iGvZPs 1건. 27초 감기 출근 브이로그이며 치료 지시가 아닌 회복·근무 조정 각색이 필요하다.; 2026-08-13T14:32:19.945+09:00 doseoframan DbxVa3HC-5I 연결. 약사 일상·뷰티 브랜드 태그형, 해외 사용 1영상. | 2026-08-19 E0 exact format usage sync 1307: contents.csv 국내 약사 계정유형과 exact 포맷ID 토큰 기준 1계정·1영상에서 2계정·5영상으로 보정; 소진도는 기존 값 유지."
"FMT-COOKING-MYTH-VEGETABLE-001","조리 오해 반박·채소 적용형","조리 오해→채소별 주의→식단 적용","조리 오해 반박형","조리 오해→채소별 주의→식단 적용","","채소 장면·조리 전후 비교·핵심 자막","","","","","https://www.instagram.com/medicalkoreaofficial/reel/DZ9ecXpR7Qg/","","","","","","미측정","국내 메디컬 인접 계정","미조사","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 조리 오해 반박형→조리 오해→채소별 주의→식단 적용→채소 장면·조리 전후 비교·핵심 자막. E10 역추적은 아직 확인하지 않음.","공용: 건강 식단 오해를 조리 장면과 채소별 주의로 설명","식단·채소·조리법","선영","미사용","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상."
"FMT-EXPERT-PRODUCT-SELECTION-001","전문가 질문·제품 선택 기준형","전문가 질문→선택 기준→제품 확인 행동","전문가 질문형","전문가 질문→선택 기준→제품 확인 행동","","전문가 인터뷰·키워드 자막·제품 장면","","","","","https://www.instagram.com/cellmed.official/reel/DS3eVcGEqzy/","","","","","","미측정","국내 메디컬 인접 계정","미조사","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 전문가 질문형→전문가 질문→선택 기준→제품 확인 행동→전문가 인터뷰·키워드 자막·제품 장면. E10 역추적은 아직 확인하지 않음.","공용: 성분·제품 선택 질문을 전문가 답변과 확인 행동으로 연결","영양제·성분·제품 선택","김주성·오약·선영","미사용","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상."
"FMT-FAMILIAR-REQUEST-COUNSEL-001","익숙한 요청 뒤집기·상담 기준형","익숙한 요청 제시→다시 물어야 하는 이유→상담 기준 설명","익숙한 요청 뒤집기","익숙한 요청 제시 → 다시 물어야 하는 이유 → 상담 기준 설명","30-45초","약사 출연자의 설명과 핵심 질문 자막을 교차 배치","","","","","https://www.instagram.com/baropharm_official/reel/DZuKHedBVwW/;https://www.instagram.com/lemonpharmacy38/reel/Db2cRtyTwFp/;https://www.instagram.com/joy_pharm1212/reel/DZEOaxNPCMa/","0.115","1","1","2026-06-02","2026-08-10","여유 있음","국내 메디컬 인접 계정","미조사","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 익숙한 요청 뒤집기→익숙한 요청 제시 → 다시 물어야 하는 이유 → 상담 기준 설명→약사 출연자의 설명과 핵심 질문 자막을 교차 배치. E10 역추적은 아직 확인하지 않음.","공용: 익숙한 약국 요청을 재질문과 상담 기준으로 전환","복약상담·약물안전·질문","김주성·오약·선영","미사용","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상. | 2026-08-11T22:03:22.069+09:00 국내 약사 사용 추가: joy_pharm1212/DZEOaxNPCMa. raw의 구조는 익숙한 복용 질문→상호작용 3가지→약사 재질문 CTA이며, 실수 목록보다 상담 기준형 카드와 직접 맞는다. 국내 사용 3계정·3영상, 대표 URL 3개, 최초 2026-06-02·최근 2026-08-10, 소진도 여유 있음으로 갱신. 원문 상호작용 적용 범위는 별도 검증. | 2026-08-19 E0 exact format usage sync 1307: contents.csv 국내 약사 계정유형과 exact 포맷ID 토큰 기준 3계정·3영상에서 1계정·1영상으로 보정; 소진도는 기존 값 유지."
"FMT-SCALP-DO-NOT-USE-001","두피 행동 금지·손상 주의형","행동 금지 제시→이유 설명→피부 손상 주의","행동 금지형","행동 금지 제시 → 이유 설명 → 피부 손상 주의","45-60초","행동 장면과 피부 손상 이유를 짧은 자막으로 연결","약사 설명형 릴스","","","","https://www.instagram.com/dr.hair_lee/reel/DS9wMOFkqJu/","","1","1","","","무주공산","국내 메디컬 인접 계정","미조사","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 행동 금지형→행동 금지 제시 → 이유 설명 → 피부 손상 주의→행동 장면과 피부 손상 이유를 짧은 자막으로 연결. E10 역추적은 아직 확인하지 않음.","선영: 피부·두피 관리 금지 행동을 손상 이유와 함께 설명","두피·피부관리·행동주의","선영","미사용","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상."
"FMT-HOSPITAL-TRAILER-INTRO-001","영화 예고편형 의료진 소개","영화 예고편 톤→의료진 소개→병원 친밀감 강조","영화 예고편형","영화 예고편 톤 → 의료진 소개 → 병원 친밀감 강조","","예고편 자막과 의료진·병원 장면을 빠르게 조합","","","","","https://www.instagram.com/ok_hira/reel/DauHwloj9rT/","","","","","","미측정","국내 메디컬 인접 계정","미조사","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 영화 예고편형→영화 예고편 톤 → 의료진 소개 → 병원 친밀감 강조→예고편 자막과 의료진·병원 장면을 빠르게 조합. E10 역추적은 아직 확인하지 않음.","공용: 의료진·병원 소개를 예고편 자막과 빠른 장면으로 구성","병원·의료진·브랜딩","선영","미사용","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상."
"FMT-CHECKUP-ADDITIONAL-TEST-001","검진 추가 검사 질문형","검진 상황 제시→추가 검사 항목→질환 위험과 연결","검진 질문형","검진 상황 제시 → 추가 검사 항목 → 질환 위험과 연결","","검사 항목을 해시태그와 짧은 전문의 설명으로 압축","","","","","https://www.instagram.com/yongsanint/reel/DHpEQFYS7Fc/","","","","","","미측정","국내 메디컬 인접 계정","미조사","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 검진 질문형→검진 상황 제시 → 추가 검사 항목 → 질환 위험과 연결→검사 항목을 해시태그와 짧은 전문의 설명으로 압축. E10 역추적은 아직 확인하지 않음.","공용: 검진 항목을 짧은 질문과 전문의 설명으로 연결","건강검진·추가검사·질환위험","선영","미사용","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상."
"FMT-SYMPTOM-WARNING-RESPONSE-001","증상 호전 뒤 위험 경고형","증상 호전 제시→위험 경고→즉시 대응 강조","위험 경고형","증상 호전 제시 → 위험 경고 → 즉시 대응 강조","","경고 이모지와 증상·대응 자막을 단계별로 배치","","","","","https://www.instagram.com/kumedicine_official/reel/DazAdTZgzNO/","","","","","","미측정","국내 메디컬 인접 계정","미조사","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 위험 경고형→증상 호전 제시 → 위험 경고 → 즉시 대응 강조→경고 이모지와 증상·대응 자막을 단계별로 배치. E10 역추적은 아직 확인하지 않음.","공용: 증상 변화 뒤의 위험 신호와 대응 행동을 단계별로 제시","증상·위험신호·대응","김주성·선영","미사용","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상."
"FMT-PRODUCT-EFFICACY-QUESTION-001","제품 기대 뒤집기·효용 질문형","제품 기대감 제시→진짜 효용 질문→근거 확인","제품 기대 뒤집기","제품 기대감 제시 → 진짜 효용 질문 → 근거 확인","","제품명과 질문 자막을 먼저 보여준 뒤 전문가 설명으로 전환","","","","","https://www.instagram.com/gunginam_tv/reel/DNF3H9cSY1_/","","","","","","미측정","국내 메디컬 인접 계정","미조사","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 제품 기대 뒤집기→제품 기대감 제시 → 진짜 효용 질문 → 근거 확인→제품명과 질문 자막을 먼저 보여준 뒤 전문가 설명으로 전환. E10 역추적은 아직 확인하지 않음.","공용: 제품 기대를 효용 질문과 근거 확인으로 전환","영양제·제품효용·근거","김주성·오약·선영","미사용","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상."
