ID,발견일시,발견엔진,계정핸들,계정명,팔로워,계정유형,국가,게시일,경과일,영상URL,shortcode,형식(릴스·캐러셀),길이초,조회수,좋아요,댓글,계정중앙조회수,배수,좋아요율,계정평소좋아요율,참여율비,댓글좋아요비,광고점수,광고판정,광고근거,카테고리,소주제,진입각도,증상·성분키워드,포맷ID,훅유형,훅문구(첫3초 자막 원문),구조,편집장치,촬영,길이대,음원명,포맷소진도,국내약사사용계정수,이식후보여부,용도(내용·형식·둘다),배정가능(김주성·오약·선영·공용·불가),등급,제외사유,한줄요약,왜터졌나(가설),우리버전제안(훅 문구 3개),캡처파일,이식심사점수,사람검토,사람메모,지표수집일시,썸네일파일,게이트판정,게이트근거,등급근거,유료도달의심,유료도달근거
YAKMANAGEROF-DOaYqrsCRC8,2026-08-05T17:41:43.069Z,E2-게이트후보,yakmanager_official,약매니저,1043,국내 메디컬 인접 계정,국내,2025-09-09,331,https://www.instagram.com/yakmanager_official/reel/DOaYqrsCRC8/,DOaYqrsCRC8,릴스,71,374,5,0,,,0.013369,,,0.0000,0,광고아님,캡션에 광고 표기 없음,약국·의료현장,불용재고 반품사업 안내,약국 운영자가 놓치기 쉬운 반품사업 기한과 도구를 실무 정보로 전달,불용재고·반품사업·약국운영·약매니저,FMT-DEADLINE-TOOL-ANNOUNCE-001,기한 변경 공지형,불용재고 반품사업이 9월 30일까지 연장됐습니다,기한 변경 제시 → 지원 도구 소개 → 이용 유도,기한 변경과 확장 프로그램 기능을 순서대로 제시,,,,무주공산,0,,형식,김주성,F,,약국 불용재고 반품사업의 연장 기한과 입력을 돕는 도구를 안내한다.,약국 운영자가 바로 행동해야 하는 기한과 도구를 한 게시물에 묶는다.,약국 상담·재고·복약 실무의 기한과 준비물을 한 화면 체크리스트로 전달한다.,,,검토,공개 HTML에서 좋아요·댓글·게시일을 확인. 약국 운영 실무형으로 김주성 배정. 게이트 미달을 유지.; F급 정규화(2026-08-06): 용도 형식 · 훅+구조+편집장치 지문 국내 사용 1계정 · 각색안 존재; 카테고리 §5 정규화(2026-08-06): 약국 이야기·직업 → 약국·의료현장; 중간 프레임 캡처 보류(2026-08-06): 현재 브라우저 배치 탭 DOM 공란·CDP Page.captureScreenshot 시간초과; 캡처파일 공란 유지·개별 재시도 필요 | F급 형식 전용 콘텐츠의 canonical 훅·구조·편집장치로 신규 포맷 카드 생성. 기존 국내 약사 사용 수·포맷소진도는 원장값을 보존하고 추가 사용 수·E10·중간 프레임은 후속 대상.,2026-08-06T07:42:00+09:00,DOaYqrsCRC8.jpg,미달,"1만 미만 구간(배수 1.38/8, 조회수 374/30,000, 팔로워 1,043)",F: 형식 전용 · 훅·구조·편집장치 지문 국내 사용 1계정 · 각색안 기록,불명,참여율비 없음
THEBAREUNCLI-DbE8Dk4JbkV,2026-08-05T17:44:58.384Z,E2-게이트후보,thebareun_clinic,더바른내과,810,국내 메디컬 인접 계정,국내,2026-07-21,16,https://www.instagram.com/thebareun_clinic/reel/DbE8Dk4JbkV/,DbE8Dk4JbkV,릴스,26,238,,,,,,,,,0,광고아님,캡션에 광고 표기 없음,약국·의료현장,내과 진료·건강검진 시간 안내,진료 시간과 건강검진 일정을 생활 일정표처럼 짧게 안내,내과·진료시간·건강검진·병원이용,FMT-WEEKEND-CHECKUP-HOURS-001,이용 안내형,더바른내과 진료시간과 건강검진 일정을 한눈에,평일 시간 → 토요일 시간 → 일요일 검진 안내,요일별 시간을 카드 자막으로 나눠 제시,,,,무주공산,0,,형식,선영,F,,내과 진료 시간과 정기 건강검진 일정을 한눈에 안내한다.,병원 이용 정보를 긴 설명 대신 요일·시간 단위로 바로 읽게 만든다.,약국 운영시간·상담 가능 시간·예약 준비물을 요일별 카드로 안내한다.,,,검토,공개 HTML 설명에서 2026-07-21 게시일과 진료·검진 시간 내용을 확인했으나 좋아요·댓글 수는 공개 형식으로 파싱되지 않아 빈칸 처리. 게이트 미달을 유지.; F급 정규화(2026-08-06): 용도 형식 · 훅+구조+편집장치 지문 국내 사용 1계정 · 각색안 존재; 카테고리 §5 정규화(2026-08-06): 의료현장·병원 → 약국·의료현장; 중간 프레임 캡처 보류(2026-08-06): 현재 브라우저 배치 탭 DOM 공란·CDP Page.captureScreenshot 시간초과; 캡처파일 공란 유지·개별 재시도 필요 | F급 형식 전용 콘텐츠의 canonical 훅·구조·편집장치로 신규 포맷 카드 생성. 기존 국내 약사 사용 수·포맷소진도는 원장값을 보존하고 추가 사용 수·E10·중간 프레임은 후속 대상.,2026-08-06T07:42:00+09:00,DbE8Dk4JbkV.jpg,미달,"1만 미만 구간(배수 1.21/8, 조회수 238/30,000, 팔로워 810)",F: 형식 전용 · 훅·구조·편집장치 지문 국내 사용 1계정 · 각색안 기록,불명,참여율비 없음
PHARMFRIENDS-DamoqPaxv9S,2026-08-05T17:44:58.384Z,E2-게이트후보,pharmfriends,팜프렌즈,778,국내 메디컬 인접 계정,국내,2026-07-10,27,https://www.instagram.com/pharmfriends/reel/DamoqPaxv9S/,DamoqPaxv9S,릴스,62,412,2,0,,,0.004854,,,0.0000,0,광고아님,캡션에 광고 표기 없음,생활습관,임산부 모기 물림 이유,임신 후기의 생리적 변화와 모기 물림 증가를 과학 설명으로 연결,임산부·모기·임신후기·여성건강,,통념 검증형,"모기가 임산부를 더 잘 문다는 말, 정말 사실일까요?",통념 질문 → 연구 결과 → 생리적 이유 설명,질문 자막 뒤에 연구 결과와 생리적 이유를 순서대로 제시,,,,무주공산,0,,내용,선영,미달,,임산부가 모기에 더 잘 물릴 수 있는 이유를 생리적 변화로 설명한다.,임신 중 생활 궁금증을 단순 팁이 아니라 과학적 이유로 풀어낸다.,여성건강 생활 질문을 통념·근거·실천 주의 세 장면으로 구성한다.,,,검토,공개 HTML에서 좋아요·댓글·게시일을 확인. 육아가 아닌 임신 중 생활건강으로 선영 배정. 게이트 미달을 유지.; 카테고리 §5 정규화(2026-08-06): 여성건강·생활습관 → 생활습관,2026-08-06T07:42:00+09:00,DamoqPaxv9S.jpg,미달,"1만 미만 구간(배수 2.21/8, 조회수 412/30,000, 팔로워 778)",미달: 조회수 412; 배수 ,불명,참여율비 없음
KANGNAMHUMC-DAVPIkti_ms,2026-08-05T17:46:33.418Z,E2-게이트후보,kangnam_humc,한림대학교강남성심병원,755,국내 메디컬 인접 계정,국내,2024-09-25,680,https://www.instagram.com/kangnam_humc/reel/DAVPIkti_ms/,DAVPIkti_ms,릴스,30,2783,15,0,,,0.005390,,,0.0000,0,광고아님,캡션에 광고 표기 없음,약국·의료현장,환자안전 주간 메시지,병원 각 부서의 환자안전 각오를 직원 메시지로 전달,환자안전·병원문화·의료현장·캠페인,FMT-PATIENT-SAFETY-CAMPAIGN-001,캠페인 메시지형,"환자안전 주간, 각 부서의 응원과 각오",행사 소개 → 부서별 메시지 → 환자안전 다짐,부서별 한 문장 메시지를 빠르게 이어 붙임,,,,무주공산,0,,형식,선영,F,,환자안전 주간에 각 부서가 전한 실천 메시지를 병원 캠페인으로 보여준다.,병원 안전 원칙을 직원의 직접 발화와 행사 맥락으로 전달한다.,약국 안전 수칙을 구성원별 한 문장 약속으로 이어 붙이는 캠페인을 만든다.,,,검토,공개 HTML에서 좋아요·댓글·게시일을 확인. 환자안전 캠페인 형식 레퍼런스로 선영 배정. 게이트 미달을 유지.; F급 정규화(2026-08-06): 용도 형식 · 훅+구조+편집장치 지문 국내 사용 1계정 · 각색안 존재; 카테고리 §5 정규화(2026-08-06): 의료정보·생활안전 → 약국·의료현장; 중간 프레임 캡처 보류(2026-08-06): 현재 브라우저 배치 탭 DOM 공란·CDP Page.captureScreenshot 시간초과; 캡처파일 공란 유지·개별 재시도 필요 | F급 형식 전용 콘텐츠의 canonical 훅·구조·편집장치로 신규 포맷 카드 생성. 기존 국내 약사 사용 수·포맷소진도는 원장값을 보존하고 추가 사용 수·E10·중간 프레임은 후속 대상.,2026-08-06T07:42:00+09:00,DAVPIkti_ms.jpg,미달,"1만 미만 구간(배수 1.41/8, 조회수 2,783/30,000, 팔로워 755)",F: 형식 전용 · 훅·구조·편집장치 지문 국내 사용 1계정 · 각색안 기록,불명,참여율비 없음
GWANGJUBOHUN-DStRtAmic5B,2026-08-05T17:46:33.418Z,E2-게이트후보,gwangju_bohun,보훈공단 광주보훈병원,687,국내 메디컬 인접 계정,국내,2025-12-25,224,https://www.instagram.com/gwangju_bohun/reel/DStRtAmic5B/,DStRtAmic5B,릴스,35,752,13,0,,,0.017287,,,0.0000,0,광고아님,캡션에 광고 표기 없음,약국·의료현장,중재시술실 소개,절개를 줄인 영상유도 중재시술을 개소식과 의료진 소개로 전달,중재시술·영상의학·의료기기·병원정보,,신규 시설 소개형,절개 없이 실시간 영상으로 치료하는 중재시술실,개소식 소개 → 시술 원리 → 의료진·장비 강조,개소식 장면과 시술 원리 설명을 교차 편집,,,,무주공산,0,,내용,선영,미달,,영상장비를 이용한 중재시술실과 시술 원리를 병원 소개형으로 설명한다.,낯선 시술을 절개·영상장비·실시간 치료라는 세 가지 말로 단순화한다.,약국의 새 서비스나 장비를 작동 장면과 이용자 혜택으로 나눠 설명한다.,,,검토,공개 HTML에서 좋아요·댓글·게시일을 확인. 의료현장 정보형으로 채택. 게이트 미달을 유지.; 카테고리 §5 정규화(2026-08-06): 의료현장·영상의학 → 약국·의료현장,2026-08-06T07:42:00+09:00,DStRtAmic5B.jpg,미달,"1만 미만 구간(배수 1.45/8, 조회수 752/30,000, 팔로워 687)",미달: 조회수 752; 배수 ,불명,참여율비 없음
PRHANYANG-DbVL6AViQ7j,2026-08-05T17:48:25.095Z,E2-게이트후보,prhanyang,한양대학교병원,668,국내 메디컬 인접 계정,국내,2026-07-28,9,https://www.instagram.com/prhanyang/reel/DbVL6AViQ7j/,DbVL6AViQ7j,릴스,59,2987,22,0,,,0.007365,,,0.0000,0,광고아님,캡션에 광고 표기 없음,약물안전·복약,암 치료 부작용 관리,암 치료에 대한 과거의 오해를 보조요법과 부작용 관리로 전환,암치료·부작용관리·보조요법·환자정보,,오해 전환형,"암 치료는 고통스럽기만 하다는 걱정, 이제는 달라졌습니다",환자 걱정 제시 → 과거 오해 반박 → 관리 방법 소개,환자 걱정 문장과 보조요법 설명을 대비 편집,,,,무주공산,0,,내용,공용,미달,,암 치료의 부작용에 대한 걱정을 보조요법과 관리 가능성으로 설명한다.,치료에 대한 막연한 공포를 관리 가능한 정보와 전문 설명으로 바꾼다.,약물 부작용에 대한 흔한 오해를 실제 대처 정보와 함께 짧게 정리한다.,,,검토,공개 HTML에서 좋아요·댓글·게시일을 확인. 암 치료·약물안전 정보로 공용 배정. 게이트 미달을 유지.; 카테고리 §5 정규화(2026-08-06): 약물안전·암치료 → 약물안전·복약,2026-08-06T07:42:00+09:00,DbVL6AViQ7j.jpg,미달,"1만 미만 구간(배수 3.45/8, 조회수 2,987/30,000, 팔로워 668)",미달: 조회수 2987; 배수 ,불명,참여율비 없음
KNJBIOACADEM-DOk29hHj8_f,2026-08-05T17:48:25.095Z,E2-게이트후보,knjbio.academy,김남주바이오 아카데미,639,국내 메디컬 인접 계정,국내,2025-09-14,326,https://www.instagram.com/knjbio.academy/reel/DOk29hHj8_f/,DOk29hHj8_f,릴스,28,584,16,3,,,0.027397,,,0.1875,0,광고아님,캡션에 광고 표기 없음,약국·의료현장,약사 진로 세미나,약대생 방문과 약사의 미래 직무 질문을 교육·진로 콘텐츠로 연결,약사직업·약대생·약국·진로세미나,FMT-STUDENT-PHARMACY-VISIT-001,학생 방문형,약대생이 약국과 아카데미를 찾아온 날,학생 방문 → 약국·사무실 소개 → 미래 직업 질문,방문 공간과 진로 질문을 인터뷰형으로 연결,,,,무주공산,0,,형식,김주성,F,,약대생 방문을 약사 직무와 진로 질문으로 연결하는 교육 콘텐츠다.,약사 직업 이야기를 강의 공지보다 실제 공간 방문과 질문으로 보여준다.,약국 업무를 예비 약사의 질문과 현장 장면으로 나눠 소개한다.,,,검토,공개 HTML에서 좋아요·댓글·게시일을 확인. 약사 직업·약국 이야기로 김주성 배정. 게이트 미달을 유지.; F급 정규화(2026-08-06): 용도 형식 · 훅+구조+편집장치 지문 국내 사용 1계정 · 각색안 존재; 카테고리 §5 정규화(2026-08-06): 약국 이야기·직업 → 약국·의료현장; 중간 프레임 캡처 보류(2026-08-06): 현재 브라우저 배치 탭 DOM 공란·CDP Page.captureScreenshot 시간초과; 캡처파일 공란 유지·개별 재시도 필요 | F급 형식 전용 콘텐츠의 canonical 훅·구조·편집장치로 신규 포맷 카드 생성. 기존 국내 약사 사용 수·포맷소진도는 원장값을 보존하고 추가 사용 수·E10·중간 프레임은 후속 대상.,2026-08-06T07:42:00+09:00,DOk29hHj8_f.jpg,미달,"1만 미만 구간(배수 1.64/8, 조회수 584/30,000, 팔로워 639)",F: 형식 전용 · 훅·구조·편집장치 지문 국내 사용 1계정 · 각색안 기록,불명,참여율비 없음
PHARMPLAYOFF-C2zmsmVJSSQ,2026-08-05T17:51:58.222Z,E2-게이트후보,pharmplay_official,약사들의놀이터 PharmPLAY [💊팜플레이],597,국내 메디컬 인접 계정,국내,2024-02-01,917,https://www.instagram.com/pharmplay_official/reel/C2zmsmVJSSQ/,C2zmsmVJSSQ,릴스,5,3295,30,0,,,0.009105,,,0.0000,0,광고아님,캡션에 광고 표기 없음,약국·의료현장,신입 약사 진로 세미나,약국·병원·제약 진로 선택을 신입 약사 질문으로 풀어냄,신입약사·약국·병원·제약·세미나,FMT-CAREER-CHOICE-SEMINAR-001,진로 질문형,"약사 합격 후 약국·병원·제약, 어디서 무엇을 할까요?",합격 축하 → 진로 선택 질문 → 세미나 안내,세 가지 진로 선택지를 짧은 카드로 나눠 제시,,,,무주공산,0,,형식,김주성,F,,신입 약사가 약국·병원·제약 중 진로를 선택하도록 세미나를 소개한다.,신입 약사가 실제로 고민하는 선택지를 바로 질문으로 꺼낸다.,약국 근무 상황별 선택지를 질문 카드와 현장 사례로 설명한다.,,,검토,공개 HTML에서 좋아요·댓글·게시일을 확인. 약사 직업 콘텐츠로 김주성 배정. 게이트 미달을 유지.; F급 정규화(2026-08-06): 용도 형식 · 훅+구조+편집장치 지문 국내 사용 1계정 · 각색안 존재; 카테고리 §5 정규화(2026-08-06): 약국 이야기·직업 → 약국·의료현장; 중간 프레임 캡처 보류(2026-08-06): 현재 브라우저 배치 탭 DOM 공란·CDP Page.captureScreenshot 시간초과; 캡처파일 공란 유지·개별 재시도 필요 | F급 형식 전용 콘텐츠의 canonical 훅·구조·편집장치로 신규 포맷 카드 생성. 기존 국내 약사 사용 수·포맷소진도는 원장값을 보존하고 추가 사용 수·E10·중간 프레임은 후속 대상.,2026-08-06T07:42:00+09:00,C2zmsmVJSSQ.jpg,미달,"1만 미만 구간(배수 5.68/8, 조회수 3,295/30,000, 팔로워 597)",F: 형식 전용 · 훅·구조·편집장치 지문 국내 사용 1계정 · 각색안 기록,불명,참여율비 없음
SAMHOSPITAL-DaRCqNvFBm3,2026-08-05T17:55:49.559Z,E2-게이트후보,sam_hospital,효산의료재단 샘병원,452,국내 메디컬 인접 계정,국내,2026-07-01,36,https://www.instagram.com/sam_hospital/reel/DaRCqNvFBm3/,DaRCqNvFBm3,릴스,18,2621,20,2,,,0.007631,,,0.1000,0,광고아님,캡션에 광고 표기 없음,약국·의료현장,외국인 환자 진료 안내,국제진료팀과 외국인 방문객 안내를 병원 이용 정보로 전달,국제진료·외국인환자·병원이용·의료서비스,FMT-INTERNATIONAL-CARE-ROUTING-001,이용 안내형,외국인 환자가 샘병원을 이용할 때 꼭 알아둘 안내,국제진료 소개 → 방문객 안내 → 이용 정보 제시,국제진료팀 장면과 방문 절차 자막을 순서대로 제시,,,,무주공산,0,,형식,선영,F,,외국인 환자가 병원을 이용할 때 필요한 국제진료 안내를 소개한다.,낯선 병원 이용 절차를 담당 부서와 방문객 안내로 나눠 이해시키기 쉽다.,약국 첫 방문 고객을 위해 상담 절차와 준비물을 담당자 안내로 짧게 보여준다.,,,검토,공개 HTML에서 좋아요·댓글·게시일을 확인. 국제진료 안내형으로 선영 배정. 게이트 미달을 유지.; F급 정규화(2026-08-06): 용도 형식 · 훅+구조+편집장치 지문 국내 사용 1계정 · 각색안 존재; 카테고리 §5 정규화(2026-08-06): 의료현장·병원 → 약국·의료현장; 중간 프레임 캡처 보류(2026-08-06): 현재 브라우저 배치 탭 DOM 공란·CDP Page.captureScreenshot 시간초과; 캡처파일 공란 유지·개별 재시도 필요 | F급 형식 전용 콘텐츠의 canonical 훅·구조·편집장치로 신규 포맷 카드 생성. 기존 국내 약사 사용 수·포맷소진도는 원장값을 보존하고 추가 사용 수·E10·중간 프레임은 후속 대상.,2026-08-06T07:20:00+09:00,DaRCqNvFBm3.jpg,미달,"1만 미만 구간(배수 3.38/8, 조회수 2,621/30,000, 팔로워 452)",F: 형식 전용 · 훅·구조·편집장치 지문 국내 사용 1계정 · 각색안 기록,불명,참여율비 없음
CNCHOSPITAL-DYMM6DQPkqQ,2026-08-05T17:55:49.559Z,E2-게이트후보,cnchospital,씨엔씨재활의학과병원,444,국내 메디컬 인접 계정,국내,2026-05-11,87,https://www.instagram.com/cnchospital/reel/DYMM6DQPkqQ/,DYMM6DQPkqQ,릴스,51,4858,23,1,,,0.004734,,,0.0435,0,광고아님,캡션에 광고 표기 없음,생활습관,환자 건강 식생활,환자 건강관리 이야기를 전통 식품을 만드는 생활 장면으로 연결,건강식생활·식품·환자건강·생활습관,FMT-FOOD-MAKING-HEALTH-001,생활 장면형,병원에서 직접 담근 장 이야기,생활 질문 → 식품 만드는 장면 → 건강관리 메시지,식재료와 작업 장면을 짧은 설명 자막과 교차 편집,,,,무주공산,0,,형식,선영,F,,환자 건강관리 시리즈에서 직접 장을 담그는 식생활 장면을 보여준다.,추상적인 건강관리 메시지를 손으로 만드는 장면과 연결해 친근하게 전달한다.,약국 건강상담 주제를 식품·생활 장면과 연결해 하루 습관으로 보여준다.,,,검토,공개 HTML에서 좋아요·댓글·게시일을 확인. 병원 생활건강 시리즈로 선영 배정. 게이트 미달을 유지.; F급 정규화(2026-08-06): 용도 형식 · 훅+구조+편집장치 지문 국내 사용 1계정 · 각색안 존재; 카테고리 §5 정규화(2026-08-06): 생활건강·식품 → 생활습관; 중간 프레임 캡처 보류(2026-08-06): 현재 브라우저 배치 탭 DOM 공란·CDP Page.captureScreenshot 시간초과; 캡처파일 공란 유지·개별 재시도 필요 | F급 형식 전용 콘텐츠의 canonical 훅·구조·편집장치로 신규 포맷 카드 생성. 기존 국내 약사 사용 수·포맷소진도는 원장값을 보존하고 추가 사용 수·E10·중간 프레임은 후속 대상.,2026-08-06T07:20:00+09:00,DYMM6DQPkqQ.jpg,미달,"1만 미만 구간(배수 2.81/8, 조회수 4,858/30,000, 팔로워 444)",F: 형식 전용 · 훅·구조·편집장치 지문 국내 사용 1계정 · 각색안 기록,불명,참여율비 없음
